Replicate	Treatment	Bin	Count
Sim67	LTS-M2	0.1	1
Sim68	LTS-M2	0.1	0
Sim69	LTS-M2	0.1	0
Sim70	LTS-M2	0.1	0
Sim71	LTS-M2	0.1	0
Sim72	LTS-M2	0.1	0
Sim73	LTS-M2	0.1	0
Sim74	LTS-M2	0.1	0
Sim75	LTS-M2	0.1	0
Sim76	LTS-M2	0.1	0
Sim77	LTS-M2	0.1	0
Sim78	LTS-M2	0.1	0
Sim79	LTS-M2	0.1	0
Sim80	LTS-M2	0.1	0
Sim81	LTS-M2	0.1	0
Sim82	LTS-M2	0.1	0
Sim83	LTS-M2	0.1	0
Sim84	LTS-M2	0.1	0
Sim85	LTS-M2	0.1	0
Sim86	LTS-M2	0.1	0
Sim87	LTS-M2	0.1	0
Sim88	LTS-M2	0.1	0
Sim89	LTS-M2	0.1	0
Sim90	LTS-M2	0.1	0
Sim91	LTS-M2	0.1	0
Sim92	LTS-M2	0.1	0
Sim93	LTS-M2	0.1	0
Sim94	LTS-M2	0.1	0
Sim95	LTS-M2	0.1	0
Sim96	LTS-M2	0.1	1
Sim97	LTS-M2	0.1	0
Sim98	LTS-M2	0.1	0
Sim99	LTS-M2	0.1	0
Sim100	LTS-M2	0.1	0
Sim1	LTS-M2	0.14	0
Sim2	LTS-M2	0.14	0
Sim3	LTS-M2	0.14	0
Sim4	LTS-M2	0.14	0
Sim5	LTS-M2	0.14	1
Sim6	LTS-M2	0.14	0
Sim7	LTS-M2	0.14	0
Sim8	LTS-M2	0.14	0
Sim9	LTS-M2	0.14	0
Sim10	LTS-M2	0.14	0
Sim11	LTS-M2	0.14	0
Sim12	LTS-M2	0.14	0
Sim13	LTS-M2	0.14	0
Sim14	LTS-M2	0.14	0
Sim15	LTS-M2	0.14	0
Sim16	LTS-M2	0.14	0
Sim17	LTS-M2	0.14	0
Sim18	LTS-M2	0.14	0
Sim19	LTS-M2	0.14	0
Sim20	LTS-M2	0.14	0
Sim21	LTS-M2	0.14	0
Sim22	LTS-M2	0.14	0
Sim23	LTS-M2	0.14	0
Sim24	LTS-M2	0.14	0
Sim25	LTS-M2	0.14	0
Sim26	LTS-M2	0.14	0
Sim27	LTS-M2	0.14	0
Sim28	LTS-M2	0.14	0
Sim29	LTS-M2	0.14	0
Sim30	LTS-M2	0.14	0
Sim31	LTS-M2	0.14	0
Sim32	LTS-M2	0.14	0
Sim33	LTS-M2	0.14	0
Sim34	LTS-M2	0.14	0
Sim35	LTS-M2	0.14	0
Sim36	LTS-M2	0.14	0
Sim37	LTS-M2	0.14	0
Sim38	LTS-M2	0.14	0
Sim39	LTS-M2	0.14	0
Sim40	LTS-M2	0.14	0
Sim41	LTS-M2	0.14	0
Sim42	LTS-M2	0.14	0
Sim43	LTS-M2	0.14	0
Sim44	LTS-M2	0.14	0
Sim45	LTS-M2	0.14	0
Sim46	LTS-M2	0.14	0
Sim47	LTS-M2	0.14	0
Sim48	LTS-M2	0.14	0
Sim49	LTS-M2	0.14	0
Sim50	LTS-M2	0.14	0
Sim51	LTS-M2	0.14	0
Sim52	LTS-M2	0.14	0
Sim53	LTS-M2	0.14	0
Sim54	LTS-M2	0.14	0
Sim55	LTS-M2	0.14	0
Sim56	LTS-M2	0.14	0
Sim57	LTS-M2	0.14	0
Sim58	LTS-M2	0.14	0
Sim59	LTS-M2	0.14	0
Sim60	LTS-M2	0.14	0
Sim61	LTS-M2	0.14	0
Sim62	LTS-M2	0.14	0
Sim63	LTS-M2	0.14	0
Sim64	LTS-M2	0.14	0
Sim65	LTS-M2	0.14	0
Sim66	LTS-M2	0.14	0
Sim67	LTS-M2	0.14	0
Sim68	LTS-M2	0.14	0
Sim69	LTS-M2	0.14	0
Sim70	LTS-M2	0.14	0
Sim71	LTS-M2	0.14	0
Sim72	LTS-M2	0.14	0
Sim73	LTS-M2	0.14	0
Sim74	LTS-M2	0.14	0
Sim75	LTS-M2	0.14	0
Sim76	LTS-M2	0.14	0
Sim77	LTS-M2	0.14	0
Sim78	LTS-M2	0.14	0
Sim79	LTS-M2	0.14	0
Sim80	LTS-M2	0.14	0
Sim81	LTS-M2	0.14	0
Sim82	LTS-M2	0.14	0
Sim83	LTS-M2	0.14	0
Sim84	LTS-M2	0.14	0
Sim85	LTS-M2	0.14	0
Sim86	LTS-M2	0.14	0
Sim87	LTS-M2	0.14	0
Sim88	LTS-M2	0.14	0
Sim89	LTS-M2	0.14	0
Sim90	LTS-M2	0.14	0
Sim91	LTS-M2	0.14	0
Sim92	LTS-M2	0.14	0
Sim93	LTS-M2	0.14	0
Sim94	LTS-M2	0.14	0
Sim95	LTS-M2	0.14	0
Sim96	LTS-M2	0.14	0
Sim97	LTS-M2	0.14	0
Sim98	LTS-M2	0.14	0
Sim99	LTS-M2	0.14	0
Sim100	LTS-M2	0.14	0
Sim1	LTS-M2	0.18	0
Sim2	LTS-M2	0.18	0
Sim3	LTS-M2	0.18	0
Sim4	LTS-M2	0.18	0
Sim5	LTS-M2	0.18	0
Sim6	LTS-M2	0.18	0
Sim7	LTS-M2	0.18	0
Sim8	LTS-M2	0.18	0
Sim9	LTS-M2	0.18	0
Sim10	LTS-M2	0.18	0
Sim11	LTS-M2	0.18	0
Sim12	LTS-M2	0.18	0
Sim13	LTS-M2	0.18	0
Sim14	LTS-M2	0.18	0
Sim15	LTS-M2	0.18	0
Sim16	LTS-M2	0.18	0
Sim17	LTS-M2	0.18	0
Sim18	LTS-M2	0.18	0
Sim19	LTS-M2	0.18	0
Sim20	LTS-M2	0.18	0
Sim21	LTS-M2	0.18	0
Sim22	LTS-M2	0.18	0
Sim23	LTS-M2	0.18	0
Sim24	LTS-M2	0.18	0
Sim25	LTS-M2	0.18	0
Sim26	LTS-M2	0.18	0
Sim27	LTS-M2	0.18	0
Sim28	LTS-M2	0.18	0
Sim29	LTS-M2	0.18	0
Sim30	LTS-M2	0.18	0
Sim31	LTS-M2	0.18	0
Sim32	LTS-M2	0.18	0
Sim33	LTS-M2	0.18	0
Sim34	LTS-M2	0.18	0
Sim35	LTS-M2	0.18	0
Sim36	LTS-M2	0.18	0
Sim37	LTS-M2	0.18	0
Sim38	LTS-M2	0.18	0
Sim39	LTS-M2	0.18	0
Sim40	LTS-M2	0.18	0
Sim41	LTS-M2	0.18	0
Sim42	LTS-M2	0.18	0
Sim43	LTS-M2	0.18	0
Sim44	LTS-M2	0.18	0
Sim45	LTS-M2	0.18	0
Sim46	LTS-M2	0.18	0
Sim47	LTS-M2	0.18	0
Sim48	LTS-M2	0.18	0
Sim49	LTS-M2	0.18	0
Sim50	LTS-M2	0.18	0
Sim51	LTS-M2	0.18	0
Sim52	LTS-M2	0.18	0
Sim53	LTS-M2	0.18	0
Sim54	LTS-M2	0.18	0
Sim55	LTS-M2	0.18	0
Sim56	LTS-M2	0.18	0
Sim57	LTS-M2	0.18	0
Sim58	LTS-M2	0.18	0
Sim59	LTS-M2	0.18	0
Sim60	LTS-M2	0.18	0
Sim61	LTS-M2	0.18	0
Sim62	LTS-M2	0.18	0
Sim63	LTS-M2	0.18	0
Sim64	LTS-M2	0.18	0
Sim65	LTS-M2	0.18	0
Sim66	LTS-M2	0.18	0
Sim67	LTS-M2	0.18	0
Sim68	LTS-M2	0.18	0
Sim69	LTS-M2	0.18	0
Sim70	LTS-M2	0.18	0
Sim71	LTS-M2	0.18	0
Sim72	LTS-M2	0.18	0
Sim73	LTS-M2	0.18	0
Sim74	LTS-M2	0.18	0
Sim75	LTS-M2	0.18	0
Sim76	LTS-M2	0.18	0
Sim77	LTS-M2	0.18	0
Sim78	LTS-M2	0.18	0
Sim79	LTS-M2	0.18	0
Sim80	LTS-M2	0.18	0
Sim81	LTS-M2	0.18	0
Sim82	LTS-M2	0.18	0
Sim83	LTS-M2	0.18	0
Sim84	LTS-M2	0.18	0
Sim85	LTS-M2	0.18	0
Sim86	LTS-M2	0.18	0
Sim87	LTS-M2	0.18	0
Sim88	LTS-M2	0.18	0
Sim89	LTS-M2	0.18	0
Sim90	LTS-M2	0.18	0
Sim91	LTS-M2	0.18	0
Sim92	LTS-M2	0.18	0
Sim93	LTS-M2	0.18	0
Sim94	LTS-M2	0.18	0
Sim95	LTS-M2	0.18	0
Sim96	LTS-M2	0.18	0
Sim97	LTS-M2	0.18	0
Sim98	LTS-M2	0.18	0
Sim99	LTS-M2	0.18	0
Sim100	LTS-M2	0.18	0
Sim1	LTS-M2	0.22	0
Sim2	LTS-M2	0.22	0
Sim3	LTS-M2	0.22	0
Sim4	LTS-M2	0.22	0
Sim5	LTS-M2	0.22	0
Sim6	LTS-M2	0.22	0
Sim7	LTS-M2	0.22	0
Sim8	LTS-M2	0.22	0
Sim9	LTS-M2	0.22	0
Sim10	LTS-M2	0.22	0
Sim11	LTS-M2	0.22	0
Sim12	LTS-M2	0.22	0
Sim13	LTS-M2	0.22	0
Sim14	LTS-M2	0.22	0
Sim15	LTS-M2	0.22	0
Sim16	LTS-M2	0.22	0
Sim17	LTS-M2	0.22	0
Sim18	LTS-M2	0.22	0
Sim19	LTS-M2	0.22	0
Sim20	LTS-M2	0.22	0
Sim21	LTS-M2	0.22	0
Sim22	LTS-M2	0.22	0
Sim23	LTS-M2	0.22	0
Sim24	LTS-M2	0.22	0
Sim25	LTS-M2	0.22	0
Sim26	LTS-M2	0.22	0
Sim27	LTS-M2	0.22	0
Sim28	LTS-M2	0.22	0
Sim29	LTS-M2	0.22	0
Sim30	LTS-M2	0.22	0
Sim31	LTS-M2	0.22	0
Sim32	LTS-M2	0.22	0
Sim33	LTS-M2	0.22	0
Sim34	LTS-M2	0.22	0
Sim35	LTS-M2	0.22	0
Sim36	LTS-M2	0.22	0
Sim37	LTS-M2	0.22	0
Sim38	LTS-M2	0.22	0
Sim39	LTS-M2	0.22	0
Sim40	LTS-M2	0.22	0
Sim41	LTS-M2	0.22	0
Sim42	LTS-M2	0.22	0
Sim43	LTS-M2	0.22	0
Sim44	LTS-M2	0.22	0
Sim45	LTS-M2	0.22	0
Sim46	LTS-M2	0.22	0
Sim47	LTS-M2	0.22	0
Sim48	LTS-M2	0.22	0
Sim49	LTS-M2	0.22	0
Sim50	LTS-M2	0.22	0
Sim51	LTS-M2	0.22	0
Sim52	LTS-M2	0.22	0
Sim53	LTS-M2	0.22	0
Sim54	LTS-M2	0.22	0
Sim55	LTS-M2	0.22	0
Sim56	LTS-M2	0.22	0
Sim57	LTS-M2	0.22	0
Sim58	LTS-M2	0.22	0
Sim59	LTS-M2	0.22	0
Sim60	LTS-M2	0.22	0
Sim61	LTS-M2	0.22	0
Sim62	LTS-M2	0.22	0
Sim63	LTS-M2	0.22	0
Sim64	LTS-M2	0.22	0
Sim65	LTS-M2	0.22	0
Sim66	LTS-M2	0.22	0
Sim67	LTS-M2	0.22	0
Sim68	LTS-M2	0.22	0
Sim69	LTS-M2	0.22	0
Sim70	LTS-M2	0.22	0
Sim71	LTS-M2	0.22	0
Sim72	LTS-M2	0.22	0
Sim73	LTS-M2	0.22	0
Sim74	LTS-M2	0.22	0
Sim75	LTS-M2	0.22	0
Sim76	LTS-M2	0.22	0
Sim77	LTS-M2	0.22	0
Sim78	LTS-M2	0.22	0
Sim79	LTS-M2	0.22	0
Sim80	LTS-M2	0.22	0
Sim81	LTS-M2	0.22	0
Sim82	LTS-M2	0.22	0
Sim83	LTS-M2	0.22	0
Sim84	LTS-M2	0.22	0
Sim85	LTS-M2	0.22	0
Sim86	LTS-M2	0.22	0
Sim87	LTS-M2	0.22	0
Sim88	LTS-M2	0.22	0
Sim89	LTS-M2	0.22	0
Sim90	LTS-M2	0.22	0
Sim91	LTS-M2	0.22	0
Sim92	LTS-M2	0.22	0
Sim93	LTS-M2	0.22	0
Sim94	LTS-M2	0.22	0
Sim95	LTS-M2	0.22	0
Sim96	LTS-M2	0.22	0
Sim97	LTS-M2	0.22	0
Sim98	LTS-M2	0.22	0
Sim99	LTS-M2	0.22	0
Sim100	LTS-M2	0.22	0
Sim1	LTS-M2	0.26	0
Sim2	LTS-M2	0.26	0
Sim3	LTS-M2	0.26	0
Sim4	LTS-M2	0.26	0
Sim5	LTS-M2	0.26	0
Sim6	LTS-M2	0.26	0
Sim7	LTS-M2	0.26	0
Sim8	LTS-M2	0.26	0
Sim9	LTS-M2	0.26	0
Sim10	LTS-M2	0.26	0
Sim11	LTS-M2	0.26	0
Sim12	LTS-M2	0.26	0
Sim13	LTS-M2	0.26	0
Sim14	LTS-M2	0.26	0
Sim15	LTS-M2	0.26	0
Sim16	LTS-M2	0.26	0
Sim17	LTS-M2	0.26	0
Sim18	LTS-M2	0.26	0
Sim19	LTS-M2	0.26	0
Sim20	LTS-M2	0.26	0
Sim21	LTS-M2	0.26	0
Sim22	LTS-M2	0.26	0
Sim23	LTS-M2	0.26	0
Sim24	LTS-M2	0.26	0
Sim25	LTS-M2	0.26	0
Sim26	LTS-M2	0.26	0
Sim27	LTS-M2	0.26	0
Sim28	LTS-M2	0.26	0
Sim29	LTS-M2	0.26	0
Sim30	LTS-M2	0.26	0
Sim31	LTS-M2	0.26	0
Sim32	LTS-M2	0.26	0
Sim33	LTS-M2	0.26	0
Sim34	LTS-M2	0.26	0
Sim35	LTS-M2	0.26	0
Sim36	LTS-M2	0.26	0
Sim37	LTS-M2	0.26	0
Sim38	LTS-M2	0.26	0
Sim39	LTS-M2	0.26	0
Sim40	LTS-M2	0.26	0
Sim41	LTS-M2	0.26	0
Sim42	LTS-M2	0.26	0
Sim43	LTS-M2	0.26	0
Sim44	LTS-M2	0.26	0
Sim45	LTS-M2	0.26	0
Sim46	LTS-M2	0.26	0
Sim47	LTS-M2	0.26	0
Sim48	LTS-M2	0.26	0
Sim49	LTS-M2	0.26	0
Sim50	LTS-M2	0.26	0
Sim51	LTS-M2	0.26	0
Sim52	LTS-M2	0.26	0
Sim53	LTS-M2	0.26	0
Sim54	LTS-M2	0.26	0
Sim55	LTS-M2	0.26	0
Sim56	LTS-M2	0.26	0
Sim57	LTS-M2	0.26	0
Sim58	LTS-M2	0.26	0
Sim59	LTS-M2	0.26	0
Sim60	LTS-M2	0.26	0
Sim61	LTS-M2	0.26	0
Sim62	LTS-M2	0.26	0
Sim63	LTS-M2	0.26	0
Sim64	LTS-M2	0.26	0
Sim65	LTS-M2	0.26	0
Sim66	LTS-M2	0.26	0
Sim67	LTS-M2	0.26	0
Sim68	LTS-M2	0.26	0
Sim69	LTS-M2	0.26	0
Sim70	LTS-M2	0.26	0
Sim71	LTS-M2	0.26	0
Sim72	LTS-M2	0.26	0
Sim73	LTS-M2	0.26	0
Sim74	LTS-M2	0.26	0
Sim75	LTS-M2	0.26	0
Sim76	LTS-M2	0.26	0
Sim77	LTS-M2	0.26	0
Sim78	LTS-M2	0.26	0
Sim79	LTS-M2	0.26	0
Sim80	LTS-M2	0.26	0
Sim81	LTS-M2	0.26	0
Sim82	LTS-M2	0.26	0
Sim83	LTS-M2	0.26	0
Sim84	LTS-M2	0.26	0
Sim85	LTS-M2	0.26	0
Sim86	LTS-M2	0.26	0
Sim87	LTS-M2	0.26	0
Sim88	LTS-M2	0.26	0
Sim89	LTS-M2	0.26	0
Sim90	LTS-M2	0.26	0
Sim91	LTS-M2	0.26	0
Sim92	LTS-M2	0.26	0
Sim93	LTS-M2	0.26	0
Sim94	LTS-M2	0.26	0
Sim95	LTS-M2	0.26	0
Sim96	LTS-M2	0.26	0
Sim97	LTS-M2	0.26	0
Sim98	LTS-M2	0.26	0
Sim99	LTS-M2	0.26	0
Sim100	LTS-M2	0.26	0
Sim1	LTS-M2	0.3	0
Sim2	LTS-M2	0.3	0
Sim3	LTS-M2	0.3	0
Sim4	LTS-M2	0.3	0
Sim5	LTS-M2	0.3	0
Sim6	LTS-M2	0.3	0
Sim7	LTS-M2	0.3	0
Sim8	LTS-M2	0.3	0
Sim9	LTS-M2	0.3	0
Sim10	LTS-M2	0.3	0
Sim11	LTS-M2	0.3	0
Sim12	LTS-M2	0.3	0
Sim13	LTS-M2	0.3	0
Sim14	LTS-M2	0.3	0
Sim15	LTS-M2	0.3	0
Sim16	LTS-M2	0.3	0
Sim17	LTS-M2	0.3	0
Sim18	LTS-M2	0.3	0
Sim19	LTS-M2	0.3	0
Sim20	LTS-M2	0.3	0
Sim21	LTS-M2	0.3	0
Sim22	LTS-M2	0.3	0
Sim23	LTS-M2	0.3	0
Sim24	LTS-M2	0.3	0
Sim25	LTS-M2	0.3	0
Sim26	LTS-M2	0.3	0
Sim27	LTS-M2	0.3	0
Sim28	LTS-M2	0.3	0
Sim29	LTS-M2	0.3	0
Sim30	LTS-M2	0.3	0
Sim31	LTS-M2	0.3	0
Sim32	LTS-M2	0.3	0
Sim33	LTS-M2	0.3	0
Sim34	LTS-M2	0.3	0
Sim35	LTS-M2	0.3	0
Sim36	LTS-M2	0.3	0
Sim37	LTS-M2	0.3	0
Sim38	LTS-M2	0.3	0
Sim39	LTS-M2	0.3	0
Sim40	LTS-M2	0.3	0
Sim41	LTS-M2	0.3	0
Sim42	LTS-M2	0.3	0
Sim43	LTS-M2	0.3	0
Sim44	LTS-M2	0.3	0
Sim45	LTS-M2	0.3	0
Sim46	LTS-M2	0.3	0
Sim47	LTS-M2	0.3	0
Sim48	LTS-M2	0.3	0
Sim49	LTS-M2	0.3	0
Sim50	LTS-M2	0.3	0
Sim51	LTS-M2	0.3	0
Sim52	LTS-M2	0.3	0
Sim53	LTS-M2	0.3	0
Sim54	LTS-M2	0.3	0
Sim55	LTS-M2	0.3	0
Sim56	LTS-M2	0.3	0
Sim57	LTS-M2	0.3	0
Sim58	LTS-M2	0.3	0
Sim59	LTS-M2	0.3	0
Sim60	LTS-M2	0.3	0
Sim61	LTS-M2	0.3	0
Sim62	LTS-M2	0.3	0
Sim63	LTS-M2	0.3	0
Sim64	LTS-M2	0.3	0
Sim65	LTS-M2	0.3	0
Sim66	LTS-M2	0.3	0
Sim67	LTS-M2	0.3	0
Sim68	LTS-M2	0.3	0
Sim69	LTS-M2	0.3	0
Sim70	LTS-M2	0.3	0
Sim71	LTS-M2	0.3	0
Sim72	LTS-M2	0.3	0
Sim73	LTS-M2	0.3	0
Sim74	LTS-M2	0.3	0
Sim75	LTS-M2	0.3	0
Sim76	LTS-M2	0.3	0
Sim77	LTS-M2	0.3	0
Sim78	LTS-M2	0.3	0
Sim79	LTS-M2	0.3	0
Sim80	LTS-M2	0.3	0
Sim81	LTS-M2	0.3	0
Sim82	LTS-M2	0.3	0
Sim83	LTS-M2	0.3	0
Sim84	LTS-M2	0.3	0
Sim85	LTS-M2	0.3	0
Sim86	LTS-M2	0.3	0
Sim87	LTS-M2	0.3	0
Sim88	LTS-M2	0.3	0
Sim89	LTS-M2	0.3	0
Sim90	LTS-M2	0.3	0
Sim91	LTS-M2	0.3	0
Sim92	LTS-M2	0.3	0
Sim93	LTS-M2	0.3	0
Sim94	LTS-M2	0.3	0
Sim95	LTS-M2	0.3	0
Sim96	LTS-M2	0.3	0
Sim97	LTS-M2	0.3	0
Sim98	LTS-M2	0.3	0
Sim99	LTS-M2	0.3	0
Sim100	LTS-M2	0.3	0
Sim1	LTS-M2	0.34	0
Sim2	LTS-M2	0.34	0
Sim3	LTS-M2	0.34	0
Sim4	LTS-M2	0.34	0
Sim5	LTS-M2	0.34	0
Sim6	LTS-M2	0.34	0
Sim7	LTS-M2	0.34	0
Sim8	LTS-M2	0.34	0
Sim9	LTS-M2	0.34	0
Sim10	LTS-M2	0.34	0
Sim11	LTS-M2	0.34	0
Sim12	LTS-M2	0.34	0
Sim13	LTS-M2	0.34	0
Sim14	LTS-M2	0.34	0
Sim15	LTS-M2	0.34	0
Sim16	LTS-M2	0.34	0
Sim17	LTS-M2	0.34	0
Sim18	LTS-M2	0.34	0
Sim19	LTS-M2	0.34	0
Sim20	LTS-M2	0.34	0
Sim21	LTS-M2	0.34	0
Sim22	LTS-M2	0.34	0
Sim23	LTS-M2	0.34	0
Sim24	LTS-M2	0.34	0
Sim25	LTS-M2	0.34	0
Sim26	LTS-M2	0.34	0
Sim27	LTS-M2	0.34	0
Sim28	LTS-M2	0.34	0
Sim29	LTS-M2	0.34	0
Sim30	LTS-M2	0.34	0
Sim31	LTS-M2	0.34	0
Sim32	LTS-M2	0.34	0
Sim33	LTS-M2	0.34	0
Sim34	LTS-M2	0.34	0
Sim35	LTS-M2	0.34	0
Sim36	LTS-M2	0.34	0
Sim37	LTS-M2	0.34	0
Sim38	LTS-M2	0.34	0
Sim39	LTS-M2	0.34	0
Sim40	LTS-M2	0.34	0
Sim41	LTS-M2	0.34	0
Sim42	LTS-M2	0.34	0
Sim43	LTS-M2	0.34	0
Sim44	LTS-M2	0.34	0
Sim45	LTS-M2	0.34	0
Sim46	LTS-M2	0.34	0
Sim47	LTS-M2	0.34	0
Sim48	LTS-M2	0.34	0
Sim49	LTS-M2	0.34	0
Sim50	LTS-M2	0.34	0
Sim51	LTS-M2	0.34	0
Sim52	LTS-M2	0.34	0
Sim53	LTS-M2	0.34	0
Sim54	LTS-M2	0.34	0
Sim55	LTS-M2	0.34	0
Sim56	LTS-M2	0.34	0
Sim57	LTS-M2	0.34	0
Sim58	LTS-M2	0.34	0
Sim59	LTS-M2	0.34	0
Sim60	LTS-M2	0.34	0
Sim61	LTS-M2	0.34	0
Sim62	LTS-M2	0.34	0
Sim63	LTS-M2	0.34	0
Sim64	LTS-M2	0.34	0
Sim65	LTS-M2	0.34	0
Sim66	LTS-M2	0.34	0
Sim67	LTS-M2	0.34	0
Sim68	LTS-M2	0.34	0
Sim69	LTS-M2	0.34	0
Sim70	LTS-M2	0.34	0
Sim71	LTS-M2	0.34	0
Sim72	LTS-M2	0.34	0
Sim73	LTS-M2	0.34	0
Sim74	LTS-M2	0.34	0
Sim75	LTS-M2	0.34	0
Sim76	LTS-M2	0.34	0
Sim77	LTS-M2	0.34	0
Sim78	LTS-M2	0.34	0
Sim79	LTS-M2	0.34	0
Sim80	LTS-M2	0.34	0
Sim81	LTS-M2	0.34	0
Sim82	LTS-M2	0.34	0
Sim83	LTS-M2	0.34	0
Sim84	LTS-M2	0.34	0
Sim85	LTS-M2	0.34	0
Sim86	LTS-M2	0.34	0
Sim87	LTS-M2	0.34	0
Sim88	LTS-M2	0.34	0
Sim89	LTS-M2	0.34	0
Sim90	LTS-M2	0.34	0
Sim91	LTS-M2	0.34	0
Sim92	LTS-M2	0.34	0
Sim93	LTS-M2	0.34	0
Sim94	LTS-M2	0.34	0
Sim95	LTS-M2	0.34	0
Sim96	LTS-M2	0.34	0
Sim97	LTS-M2	0.34	0
Sim98	LTS-M2	0.34	0
Sim99	LTS-M2	0.34	0
Sim100	LTS-M2	0.34	0
Sim1	LTS-M2	0.38	0
Sim2	LTS-M2	0.38	0
Sim3	LTS-M2	0.38	0
Sim4	LTS-M2	0.38	0
Sim5	LTS-M2	0.38	0
Sim6	LTS-M2	0.38	0
Sim7	LTS-M2	0.38	0
Sim8	LTS-M2	0.38	0
Sim9	LTS-M2	0.38	0
Sim10	LTS-M2	0.38	0
Sim11	LTS-M2	0.38	0
Sim12	LTS-M2	0.38	0
Sim13	LTS-M2	0.38	0
Sim14	LTS-M2	0.38	0
Sim15	LTS-M2	0.38	0
Sim16	LTS-M2	0.38	0
Sim17	LTS-M2	0.38	0
Sim18	LTS-M2	0.38	0
Sim19	LTS-M2	0.38	0
Sim20	LTS-M2	0.38	0
Sim21	LTS-M2	0.38	0
Sim22	LTS-M2	0.38	0
Sim23	LTS-M2	0.38	0
Sim24	LTS-M2	0.38	0
Sim25	LTS-M2	0.38	0
Sim26	LTS-M2	0.38	0
Sim27	LTS-M2	0.38	0
Sim28	LTS-M2	0.38	0
Sim29	LTS-M2	0.38	0
Sim30	LTS-M2	0.38	0
Sim31	LTS-M2	0.38	0
Sim32	LTS-M2	0.38	0
Sim33	LTS-M2	0.38	0
Sim34	LTS-M2	0.38	0
Sim35	LTS-M2	0.38	0
Sim36	LTS-M2	0.38	0
Sim37	LTS-M2	0.38	0
Sim38	LTS-M2	0.38	0
Sim39	LTS-M2	0.38	0
Sim40	LTS-M2	0.38	0
Sim41	LTS-M2	0.38	0
Sim42	LTS-M2	0.38	0
Sim43	LTS-M2	0.38	0
Sim44	LTS-M2	0.38	0
Sim45	LTS-M2	0.38	0
Sim46	LTS-M2	0.38	0
Sim47	LTS-M2	0.38	0
Sim48	LTS-M2	0.38	0
Sim49	LTS-M2	0.38	0
Sim50	LTS-M2	0.38	0
Sim51	LTS-M2	0.38	0
Sim52	LTS-M2	0.38	0
Sim53	LTS-M2	0.38	0
Sim54	LTS-M2	0.38	0
Sim55	LTS-M2	0.38	0
Sim56	LTS-M2	0.38	0
Sim57	LTS-M2	0.38	0
Sim58	LTS-M2	0.38	0
Sim59	LTS-M2	0.38	0
Sim60	LTS-M2	0.38	0
Sim61	LTS-M2	0.38	0
Sim62	LTS-M2	0.38	0
Sim63	LTS-M2	0.38	0
Sim64	LTS-M2	0.38	0
Sim65	LTS-M2	0.38	0
Sim66	LTS-M2	0.38	0
Sim67	LTS-M2	0.38	0
Sim68	LTS-M2	0.38	0
Sim69	LTS-M2	0.38	0
Sim70	LTS-M2	0.38	0
Sim71	LTS-M2	0.38	0
Sim72	LTS-M2	0.38	0
Sim73	LTS-M2	0.38	0
Sim74	LTS-M2	0.38	0
Sim75	LTS-M2	0.38	0
Sim76	LTS-M2	0.38	0
Sim77	LTS-M2	0.38	0
Sim78	LTS-M2	0.38	0
Sim79	LTS-M2	0.38	0
Sim80	LTS-M2	0.38	0
Sim81	LTS-M2	0.38	0
Sim82	LTS-M2	0.38	0
Sim83	LTS-M2	0.38	0
Sim84	LTS-M2	0.38	0
Sim85	LTS-M2	0.38	0
Sim86	LTS-M2	0.38	0
Sim87	LTS-M2	0.38	0
Sim88	LTS-M2	0.38	0
Sim89	LTS-M2	0.38	0
Sim90	LTS-M2	0.38	0
Sim91	LTS-M2	0.38	0
Sim92	LTS-M2	0.38	0
Sim93	LTS-M2	0.38	0
Sim94	LTS-M2	0.38	0
Sim95	LTS-M2	0.38	0
Sim96	LTS-M2	0.38	0
Sim97	LTS-M2	0.38	0
Sim98	LTS-M2	0.38	0
Sim99	LTS-M2	0.38	0
Sim100	LTS-M2	0.38	0
Sim1	LTS-M2	0.42	0
Sim2	LTS-M2	0.42	0
Sim3	LTS-M2	0.42	0
Sim4	LTS-M2	0.42	0
Sim5	LTS-M2	0.42	0
Sim6	LTS-M2	0.42	0
Sim7	LTS-M2	0.42	0
Sim8	LTS-M2	0.42	0
Sim9	LTS-M2	0.42	0
Sim10	LTS-M2	0.42	0
Sim11	LTS-M2	0.42	0
Sim12	LTS-M2	0.42	0
Sim13	LTS-M2	0.42	0
Sim14	LTS-M2	0.42	0
Sim15	LTS-M2	0.42	0
Sim16	LTS-M2	0.42	0
Sim17	LTS-M2	0.42	0
Sim18	LTS-M2	0.42	0
Sim19	LTS-M2	0.42	0
Sim20	LTS-M2	0.42	0
Sim21	LTS-M2	0.42	0
Sim22	LTS-M2	0.42	0
Sim23	LTS-M2	0.42	0
Sim24	LTS-M2	0.42	0
Sim25	LTS-M2	0.42	0
Sim26	LTS-M2	0.42	0
Sim27	LTS-M2	0.42	0
Sim28	LTS-M2	0.42	0
Sim29	LTS-M2	0.42	0
Sim30	LTS-M2	0.42	0
Sim31	LTS-M2	0.42	0
Sim32	LTS-M2	0.42	0
Sim33	LTS-M2	0.42	0
Sim34	LTS-M2	0.42	0
Sim35	LTS-M2	0.42	0
Sim36	LTS-M2	0.42	0
Sim37	LTS-M2	0.42	0
Sim38	LTS-M2	0.42	0
Sim39	LTS-M2	0.42	0
Sim40	LTS-M2	0.42	0
Sim41	LTS-M2	0.42	0
Sim42	LTS-M2	0.42	0
